id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
31,163,110,"Fox Mulder: Wait a minute, Scully. What's the point of this test?",638000,TRUE,2128,13,Fox Mulder,Laboratory,"Wait a minute, Scully. What's the point of this test?",wait a minute scully whats the point of this test,10
32,163,111,Dana Scully: No point. I just thought he could stand to lose a little weight.,640000,TRUE,2129,13,Dana Scully,Laboratory,No point. I just thought he could stand to lose a little weight.,no point i just thought he could stand to lose a little weight,13
33,163,112,Fox Mulder: His jiggling is almost hypnotic.,644000,TRUE,2128,13,Fox Mulder,Laboratory,His jiggling is almost hypnotic.,his jiggling is almost hypnotic,5
34,163,113,"Dana Scully: Yes, it's like a lava lamp.",646000,TRUE,2129,13,Dana Scully,Laboratory,"Yes, it's like a lava lamp.",yes its like a lava lamp,6
35,163,116,"Fox Mulder: All right, Homer. We want you to recreate your every move the night you saw this alien.",659000,TRUE,2128,15,Fox Mulder,Moe's Tavern,"All right, Homer. We want you to recreate your every move the night you saw this alien.",all right homer we want you to recreate your every move the night you saw this alien,17
36,163,117,"Homer Simpson: Well, the evening began at the Gentleman's Club, where we were discussing Wittgenstein over a game of backgammon.",663000,TRUE,2,15,Homer Simpson,Moe's Tavern,"Well, the evening began at the Gentleman's Club, where we were discussing Wittgenstein over a game of backgammon.",well the evening began at the gentlemans club where we were discussing wittgenstein over a game of backgammon,18
37,163,118,"Dana Scully: Mr. Simpson, it's a felony to lie to the FBI.",670000,TRUE,2129,15,Dana Scully,Moe's Tavern,"Mr. Simpson, it's a felony to lie to the FBI.",mr simpson its a felony to lie to the fbi,10
38,163,119,Homer Simpson: (ASHAMED) We were sitting in Barney's car eating packets of mustard. Ya happy?,673000,TRUE,2,15,Homer Simpson,Moe's Tavern,We were sitting in Barney's car eating packets of mustard. Ya happy?,we were sitting in barneys car eating packets of mustard ya happy,12
39,163,120,"Homer Simpson: (TO SCULLY) You are one fine-lookin' woman, lady. If I wasn't married, I'd go out with you like that.",678000,TRUE,2,15,Homer Simpson,Moe's Tavern,"You are one fine-lookin' woman, lady. If I wasn't married, I'd go out with you like that.",you are one fine-lookin woman lady if i wasnt married id go out with you like that,17
40,163,244,Waylon Smithers: It's not a monster! It's Mr. Burns!,1187000,TRUE,14,1545,Waylon Smithers,SPRINGFIELD FIELD,It's not a monster! It's Mr. Burns!,its not a monster its mr burns,7
41,163,121,"Homer Simpson: (DRUNK, REMORSEFUL) I am so sorry. Whatever you do, don't tell Marge. God, I love her. I-- (LOOKING DOWN) Hey, a penny!",688000,TRUE,2,15,Homer Simpson,Moe's Tavern,"I am so sorry. Whatever you do, don't tell Marge. God, I love her. I-- Hey, a penny!",i am so sorry whatever you do dont tell marge god i love her i-- hey a penny,18
42,163,122,"Moe Szyslak: So, uh, who are you guys anyhow?",695000,TRUE,17,15,Moe Szyslak,Moe's Tavern,"So, uh, who are you guys anyhow?",so uh who are you guys anyhow,7
43,163,123,"Fox Mulder: Agents Mulder and Scully, FBI.",697000,TRUE,2128,15,Fox Mulder,Moe's Tavern,"Agents Mulder and Scully, FBI.",agents mulder and scully fbi,5
44,163,124,"Moe Szyslak: (EDGY) FBI, huh? Uh, S'cuse me.",701000,TRUE,17,15,Moe Szyslak,Moe's Tavern,"FBI, huh? Uh, S'cuse me.",fbi huh uh scuse me,5
45,163,126,"Moe Szyslak: All right, they're on to us. (POINTS TO WHALE) Get him back to Sea World!",703000,TRUE,17,1544,Moe Szyslak,Back Room,"All right, they're on to us. Get him back to Sea World!",all right theyre on to us get him back to sea world,12
46,163,129,"Homer Simpson: (DRUNK) So I says ""Blue M & M, red M & M, they all wind up the same color in the end.""",710000,TRUE,2,40,Homer Simpson,Bar,"So I says ""Blue M & M, red M & M, they all wind up the same color in the end.""",so i says blue m m red m m they all wind up the same color in the end,19
47,163,130,"Dana Scully: Homer, why don't you show us where you went when you left the bar?",714000,TRUE,2129,40,Dana Scully,Bar,"Homer, why don't you show us where you went when you left the bar?",homer why dont you show us where you went when you left the bar,14
48,163,132,"Homer Simpson: I was standing right here, when the horrible creature emerged from the woods.",720000,TRUE,2,677,Homer Simpson,Field,"I was standing right here, when the horrible creature emerged from the woods.",i was standing right here when the horrible creature emerged from the woods,13
49,163,133,"Grampa Simpson: For the love of God, help me. I've been here for four days, and a turtle's got ahold of my teeth. (LOOKS) There he is!",728000,TRUE,31,677,Grampa Simpson,Field,"For the love of God, help me. I've been here for four days, and a turtle's got ahold of my teeth. There he is!",for the love of god help me ive been here for four days and a turtles got ahold of my teeth there he is,24
50,163,134,Grampa Simpson: Come back here you! Slow down! I'll git ye!,736000,TRUE,31,677,Grampa Simpson,Field,Come back here you! Slow down! I'll git ye!,come back here you slow down ill git ye,9
51,163,135,Dana Scully: This is the worst assignment we've ever had.,743000,TRUE,2129,677,Dana Scully,Field,This is the worst assignment we've ever had.,this is the worst assignment weve ever had,8
52,163,136,Fox Mulder: Worse than the time we were attacked by the flesh-eating virus?,745000,TRUE,2128,677,Fox Mulder,Field,Worse than the time we were attacked by the flesh-eating virus?,worse than the time we were attacked by the flesh-eating virus,11
53,163,137,Grampa Simpson: Ow! He bit me with my own teeth!,749000,TRUE,31,677,Grampa Simpson,Field,Ow! He bit me with my own teeth!,ow he bit me with my own teeth,8
54,163,138,"Dana Scully: No, this is much more irritating. I've seen enough, Mulder. Let's go.",752000,TRUE,2129,677,Dana Scully,Field,"No, this is much more irritating. I've seen enough, Mulder. Let's go.",no this is much more irritating ive seen enough mulder lets go,12
55,163,139,"Fox Mulder: Yeah, okay. But somewhere out there something is watching us. There are alien forces acting in ways we can't perceive.",756000,TRUE,2128,677,Fox Mulder,Field,"Yeah, okay. But somewhere out there something is watching us. There are alien forces acting in ways we can't perceive.",yeah okay but somewhere out there something is watching us there are alien forces acting in ways we cant perceive,20
56,163,140,"Fox Mulder: Are we alone in the universe? Impossible, when you consider the wonders that exist all around us... the voodoo priests of Haiti, the Tibetan numerologists of Appalachia, the unsolved mysteries of ""Unsolved Mysteries."" (DRAMATIC) The truth is out there!",763000,TRUE,2128,677,Fox Mulder,Field,"Are we alone in the universe? Impossible, when you consider the wonders that exist all around us... the voodoo priests of Haiti, the Tibetan numerologists of Appalachia, the unsolved mysteries of ""Unsolved Mysteries."" The truth is out there!",are we alone in the universe impossible when you consider the wonders that exist all around us the voodoo priests of haiti the tibetan numerologists of appalachia the unsolved mysteries of unsolved mysteries the truth is out there,38
57,163,141,Moe Szyslak: (GROANS TWICE) Who'd've thought a whale could be so heavy? (SEEING MULDER) Cheese it. The Feds!,780000,TRUE,17,677,Moe Szyslak,Field,Who'd've thought a whale could be so heavy? Cheese it. The Feds!,whodve thought a whale could be so heavy cheese it the feds,12
58,163,143,"Homer Simpson: (SADLY) Oh, Marge, I've never felt so alone. No one believes me. (BEAT) Uh, this is the part where you're supposed to say ""I believe you, Homer.""",788000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,"Oh, Marge, I've never felt so alone. No one believes me. Uh, this is the part where you're supposed to say ""I believe you, Homer.""",oh marge ive never felt so alone no one believes me uh this is the part where youre supposed to say i believe you homer,25
59,163,144,"Marge Simpson: I don't believe you, Homer.",792000,TRUE,1,100,Marge Simpson,Simpson Master Bedroom,"I don't believe you, Homer.",i dont believe you homer,5
60,163,145,"Homer Simpson: (HAPPILY) You do?! Oh, Marge, you've made me so happy!",799000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,"You do?! Oh, Marge, you've made me so happy!",you do oh marge youve made me so happy,9
61,163,146,Marge Simpson: (MURMURS) You're not listening. You're only hearing what you want to hear.,803000,TRUE,1,100,Marge Simpson,Simpson Master Bedroom,You're not listening. You're only hearing what you want to hear.,youre not listening youre only hearing what you want to hear,11
62,163,147,Homer Simpson: Thanks! I'd love an omelet right about now.,806000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,Thanks! I'd love an omelet right about now.,thanks id love an omelet right about now,8
63,163,148,"Marge Simpson: Homer, please! I try to be supportive, but this has gone too far. Please just let it be.",809000,TRUE,1,100,Marge Simpson,Simpson Master Bedroom,"Homer, please! I try to be supportive, but this has gone too far. Please just let it be.",homer please i try to be supportive but this has gone too far please just let it be,18
64,163,149,"Homer Simpson: No, I can't. This is my cause. I'm like the man who single-handedly built the rocket and went to the moon. What was his name? Apollo Creed?",816000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,"No, I can't. This is my cause. I'm like the man who single-handedly built the rocket and went to the moon. What was his name? Apollo Creed?",no i cant this is my cause im like the man who single-handedly built the rocket and went to the moon what was his name apollo creed,27
65,163,150,"Marge Simpson: Please, let's just go to sleep.",824000,TRUE,1,100,Marge Simpson,Simpson Master Bedroom,"Please, let's just go to sleep.",please lets just go to sleep,6
66,163,151,"Homer Simpson: No, I refuse to share a bed with someone who thinks I'm crazy. (SEDUCTIVE) Unless you're feeling... amorous? (PURRS)",825000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,"No, I refuse to share a bed with someone who thinks I'm crazy. Unless you're feeling... amorous?",no i refuse to share a bed with someone who thinks im crazy unless youre feeling amorous,17
67,163,152,"Marge Simpson: No, I'm not.",832000,TRUE,1,100,Marge Simpson,Simpson Master Bedroom,"No, I'm not.",no im not,3
68,163,153,"Homer Simpson: Well then, good night!",833000,TRUE,2,100,Homer Simpson,Simpson Master Bedroom,"Well then, good night!",well then good night,4
69,163,155,"Bart Simpson: Hey, Dad. What's the word from Planet Crackpot?",836000,TRUE,8,5,Bart Simpson,Simpson Home,"Hey, Dad. What's the word from Planet Crackpot?",hey dad whats the word from planet crackpot,8
70,163,156,"Homer Simpson: Oh, I suppose you're going to mock me, too.",839000,TRUE,2,5,Homer Simpson,Simpson Home,"Oh, I suppose you're going to mock me, too.",oh i suppose youre going to mock me too,9
71,163,157,"Bart Simpson: Well, actually, Dad... I believe you.",841000,TRUE,8,5,Bart Simpson,Simpson Home,"Well, actually, Dad... I believe you.",well actually dad i believe you,6
72,163,158,Homer Simpson: (MOVED) You do?,844000,TRUE,2,5,Homer Simpson,Simpson Home,You do?,you do,2
73,163,159,"Bart Simpson: Yes, I do. You seem so damn sure.",845000,TRUE,8,5,Bart Simpson,Simpson Home,"Yes, I do. You seem so damn sure.",yes i do you seem so damn sure,8
74,163,160,"Homer Simpson: (MOVED) Thank you, son. And do you think you could stop the casual swearing?",848000,TRUE,2,5,Homer Simpson,Simpson Home,"Thank you, son. And do you think you could stop the casual swearing?",thank you son and do you think you could stop the casual swearing,13
75,163,161,"Bart Simpson: Hell, yes.",851000,TRUE,8,5,Bart Simpson,Simpson Home,"Hell, yes.",hell yes,2
76,163,162,"Homer Simpson: (MOVED) That's my boy. Well, if you believe in me, then I'm not going to give up. I'll prove I'm right. This Friday we're going back to the woods, and we're going to find that alien!",852000,TRUE,2,5,Homer Simpson,Simpson Home,"That's my boy. Well, if you believe in me, then I'm not going to give up. I'll prove I'm right. This Friday we're going back to the woods, and we're going to find that alien!",thats my boy well if you believe in me then im not going to give up ill prove im right this friday were going back to the woods and were going to find that alien,35
77,163,163,Bart Simpson: What if we don't?,861000,TRUE,8,5,Bart Simpson,Simpson Home,What if we don't?,what if we dont,4
78,163,164,Homer Simpson: We'll fake it and sell it to the Fox network.,862000,TRUE,2,5,Homer Simpson,Simpson Home,We'll fake it and sell it to the Fox network.,well fake it and sell it to the fox network,10
79,163,165,Bart Simpson: (CHUCKLES) They'll buy anything!,866000,TRUE,8,5,Bart Simpson,Simpson Home,They'll buy anything!,theyll buy anything,3
80,163,166,"Homer Simpson: (SOBERLY) Now son, they do a lot of quality programming, too.",867000,TRUE,2,5,Homer Simpson,Simpson Home,"Now son, they do a lot of quality programming, too.",now son they do a lot of quality programming too,10
81,163,168,Homer Simpson: (LAUGHING) I kill me.,877000,TRUE,2,5,Homer Simpson,Simpson Home,I kill me.,i kill me,3
82,163,170,Frog #1: Bud...,879000,TRUE,2133,1545,Frog #1,SPRINGFIELD FIELD,Bud...,bud,1
83,163,171,Frog #2: ...weis...,880000,TRUE,2134,1545,Frog #2,SPRINGFIELD FIELD,...weis...,weis,1
84,163,172,Frog #3: ...er.,881000,TRUE,2135,1545,Frog #3,SPRINGFIELD FIELD,...er.,er,1
85,163,173,Frog #1: Bud...,882000,TRUE,2133,1545,Frog #1,SPRINGFIELD FIELD,Bud...,bud,1
86,163,174,Frog #2: ...weis...,883000,TRUE,2134,1545,Frog #2,SPRINGFIELD FIELD,...weis...,weis,1
87,163,175,Frog #3: ...er.,884000,TRUE,2135,1545,Frog #3,SPRINGFIELD FIELD,...er.,er,1
88,163,176,alligator: Coors.,885000,TRUE,2136,1545,alligator,SPRINGFIELD FIELD,Coors.,coors,1
89,163,177,"Bart Simpson: Yo, Dad, can I have a sip of your beer?",888000,TRUE,8,1545,Bart Simpson,SPRINGFIELD FIELD,"Yo, Dad, can I have a sip of your beer?",yo dad can i have a sip of your beer,10
90,163,178,"Homer Simpson: Now, son, you don't want to drink beer. That's for Daddies, and kids with fake IDs... besides, it's such a beautiful night. How about a ghost story?",889000,TRUE,2,1545,Homer Simpson,SPRINGFIELD FIELD,"Now, son, you don't want to drink beer. That's for Daddies, and kids with fake IDs... besides, it's such a beautiful night. How about a ghost story?",now son you dont want to drink beer thats for daddies and kids with fake ids besides its such a beautiful night how about a ghost story,27
91,163,180,Bart Simpson: (SCARY) And that is how much college will cost for Maggie!,898000,TRUE,8,1024,Bart Simpson,Campsite,And that is how much college will cost for Maggie!,and that is how much college will cost for maggie,10
92,163,181,Homer Simpson: No! No! No-o-o-o-o!,903000,TRUE,2,1024,Homer Simpson,Campsite,No! No! No-o-o-o-o!,no no no-o-o-o-o,3
93,163,182,"Bart Simpson: You know, Dad, it doesn't matter that we didn't see the alien. I've really had a great time out here.",909000,TRUE,8,1024,Bart Simpson,Campsite,"You know, Dad, it doesn't matter that we didn't see the alien. I've really had a great time out here.",you know dad it doesnt matter that we didnt see the alien ive really had a great time out here,20
94,163,183,"Homer Simpson: (WARMLY) Yeah, me too.",914000,TRUE,2,1024,Homer Simpson,Campsite,"Yeah, me too.",yeah me too,3
95,163,184,Homer Simpson: (GASP) It's him!,918000,TRUE,2,1024,Homer Simpson,Campsite,It's him!,its him,2
96,163,185,Alien: I bring you peace.,925000,TRUE,713,1024,Alien,Campsite,I bring you peace.,i bring you peace,4
97,163,186,"Homer Simpson: (DIGNIFIED) As a representative of planet earth, let me be the first to say...",929000,TRUE,2,1024,Homer Simpson,Campsite,"As a representative of planet earth, let me be the first to say...",as a representative of planet earth let me be the first to say,13
98,163,187,Homer Simpson: (IN PAIN) Bwah! Bwah! Bwaaaaah!,939000,TRUE,2,1024,Homer Simpson,Campsite,Bwah! Bwah! Bwaaaaah!,bwah bwah bwaaaaah,3
99,163,188,Homer Simpson: (ANNOYED GRUNT) It's gone. And we still don't have any proof.,939000,TRUE,2,1024,Homer Simpson,Campsite,It's gone. And we still don't have any proof.,its gone and we still dont have any proof,9
100,163,189,Bart Simpson: Oh yes we do! I got it all on tape.,944000,TRUE,8,1024,Bart Simpson,Campsite,Oh yes we do! I got it all on tape.,oh yes we do i got it all on tape,10
101,163,190,"Homer Simpson: Good work, son! We did it! We did it!",947000,TRUE,2,1024,Homer Simpson,Campsite,"Good work, son! We did it! We did it!",good work son we did it we did it,9
102,163,191,"Leonard Nimoy: And so, from this simple man came the proof that we are not alone in the universe. I'm Leonard Nimoy. Goodnight.",954000,TRUE,2124,1024,Leonard Nimoy,Campsite,"And so, from this simple man came the proof that we are not alone in the universe. I'm Leonard Nimoy. Goodnight.",and so from this simple man came the proof that we are not alone in the universe im leonard nimoy goodnight,21
103,163,192,"Stagehand: Uh, Mr. Nimoy, we have ten minutes left.",962000,TRUE,609,1024,Stagehand,Campsite,"Uh, Mr. Nimoy, we have ten minutes left.",uh mr nimoy we have ten minutes left,8
104,163,193,"Leonard Nimoy: (LYING) Oh. Fine. Let me just get, uh, something out of my car. (NERVOUS CHUCKLE)",965000,TRUE,2124,1024,Leonard Nimoy,Campsite,"Oh. Fine. Let me just get, uh, something out of my car.",oh fine let me just get uh something out of my car,12
105,163,194,Stagehand: I don't think he's coming back.,978000,TRUE,609,1024,Stagehand,Campsite,I don't think he's coming back.,i dont think hes coming back,6
106,163,196,Kent Brockman: Tonight on Eyewitness News: a man who's been in a coma for twenty-three years wakes up!,986000,TRUE,211,5,Kent Brockman,Simpson Home,Tonight on Eyewitness News: a man who's been in a coma for twenty-three years wakes up!,tonight on eyewitness news a man whos been in a coma for twenty-three years wakes up,16
107,163,198,Patient: Do Sonny and Cher still have that stupid show?,991000,TRUE,674,297,Patient,Hospital,Do Sonny and Cher still have that stupid show?,do sonny and cher still have that stupid show,9
108,163,199,"Kent Brockman: No, uh, she won an Oscar and he's a congressman.",994000,TRUE,211,297,Kent Brockman,Hospital,"No, uh, she won an Oscar and he's a congressman.",no uh she won an oscar and hes a congressman,10
109,163,200,Patient: (DISGUSTED) Good night!,997000,TRUE,674,297,Patient,Hospital,Good night!,good night,2
110,163,201,"Kent Brockman: But first, E.T. phone Homer -- Simpson that is!",1000000,TRUE,211,297,Kent Brockman,Hospital,"But first, E.T. phone Homer -- Simpson that is!",but first et phone homer -- simpson that is,9
111,163,203,Homer Simpson: Marge! Kids! They're about to show my videotape!,1004000,TRUE,2,25,Homer Simpson,Simpson Living Room,Marge! Kids! They're about to show my videotape!,marge kids theyre about to show my videotape,8
112,163,204,Kent Brockman: Local man Homer Simpson -- shown here with his tongue stuck to a lamppost --,1007000,TRUE,211,25,Kent Brockman,Simpson Living Room,Local man Homer Simpson -- shown here with his tongue stuck to a lamppost --,local man homer simpson -- shown here with his tongue stuck to a lamppost --,15
113,163,205,Kent Brockman: -- has given us this videotape. It's a Close Encounter of the Blurred Kind (CHUCKLES).,1007000,TRUE,211,25,Kent Brockman,Simpson Living Room,-- has given us this videotape. It's a Close Encounter of the Blurred Kind .,#NAME?,14
114,163,206,"Alien: ""I bring you peace!""",1021000,TRUE,713,25,Alien,Simpson Living Room,I bring you peace!,i bring you peace,4
115,163,207,"Alien: The alien has appeared in the same Springfield pasture the past two Friday nights. Will it appear again this Friday? The entire Channel Six news team will be there. Except for Phil, the boom mic operator who's getting fired tomorrow.",1024000,TRUE,713,25,Alien,Simpson Living Room,"The alien has appeared in the same Springfield pasture the past two Friday nights. Will it appear again this Friday? The entire Channel Six news team will be there. Except for Phil, the boom mic operator who's getting fired tomorrow.",the alien has appeared in the same springfield pasture the past two friday nights will it appear again this friday the entire channel six news team will be there except for phil the boom mic operator whos getting fired tomorrow,40
116,163,208,"Kent Brockman: Very unprofessional, Phil.",1035000,TRUE,211,25,Kent Brockman,Simpson Living Room,"Very unprofessional, Phil.",very unprofessional phil,3
117,163,209,"Bart Simpson: Well, Lis, what do you think about the alien now?",1037000,TRUE,8,25,Bart Simpson,Simpson Living Room,"Well, Lis, what do you think about the alien now?",well lis what do you think about the alien now,10
118,163,210,Lisa Simpson: I think there must be a more logical explanation. And I think the people of this town aren't gonna be won over by three seconds of videotape.,1039000,TRUE,9,25,Lisa Simpson,Simpson Living Room,I think there must be a more logical explanation. And I think the people of this town aren't gonna be won over by three seconds of videotape.,i think there must be a more logical explanation and i think the people of this town arent gonna be won over by three seconds of videotape,27
119,163,212,"Homer Simpson: Uh, I'm happy to answer any questions you have about the alien. Any questions at all. Doctor Hibbert?",1049000,TRUE,2,1066,Homer Simpson,Simpson Front Porch,"Uh, I'm happy to answer any questions you have about the alien. Any questions at all. Doctor Hibbert?",uh im happy to answer any questions you have about the alien any questions at all doctor hibbert,18
120,163,213,"Dr. Julius Hibbert: Yes, is the alien carbon-based or silicon-based?",1056000,TRUE,332,1066,Dr. Julius Hibbert,Simpson Front Porch,"Yes, is the alien carbon-based or silicon-based?",yes is the alien carbon-based or silicon-based,7
121,163,214,Homer Simpson: Uh... the second one. Zilliphone. Next question.,1059000,TRUE,2,1066,Homer Simpson,Simpson Front Porch,Uh... the second one. Zilliphone. Next question.,uh the second one zilliphone next question,7
122,163,215,Barney Gumble: Is the alien Santa Claus?,1063000,TRUE,18,1066,Barney Gumble,Simpson Front Porch,Is the alien Santa Claus?,is the alien santa claus,5
123,163,216,"Homer Simpson: Uh, yes.",1066000,TRUE,2,1066,Homer Simpson,Simpson Front Porch,"Uh, yes.",uh yes,2
124,163,217,"Ned Flanders: Uh, were you on my roof last night, stealing my weathervane?",1067000,TRUE,11,1066,Ned Flanders,Simpson Front Porch,"Uh, were you on my roof last night, stealing my weathervane?",uh were you on my roof last night stealing my weathervane,11
125,163,218,Homer Simpson: This interview is over!,1071000,TRUE,2,1066,Homer Simpson,Simpson Front Porch,This interview is over!,this interview is over,4
